fecha_publicacion,termino,vistas,url,titulo,hashtags,descargado,text,idioma,polaridad
2023-04-18,lo_malo_de_iphone,36000,https://www.tiktok.com/@latiendadeliphone/video/7223568800711462150,,"#bateriadeiphone,#iphone,#apple,#celulares,#tecnologia",True," Ojalá alguien me hubiera dicho antes este consejo sobre mi iPhone y así no hubiera dañado la batería de mi anterior celular. Si eres de los que espera a que tu batería esté en lo mínimo para ponerlo a cargar, muy mal. Las baterías de los celulares funcionan por ciclos, o sea, de cero, así es un ciclo. Si esperas hasta que esté cerca del 1% para ponerlo a cargar y lo subes hasta el 100% para desconectarlo, estás gastando un ciclo de batería. Las baterías de los celulares vienen con un número de ciclos determinados, o sea que entre más veces que lo dejes cargando desde 1% hasta el 100% vas a ir agotando ciclos y por eso la batería se va dañando más rápido. Bueno, pero dame soluciones y no problemas, ¿no? Lo que debes hacer entonces para cuidar más tu batería es mantenerla entre el 20% y el 80%. Lo que quiere decir es que cuando esté más cerca del 20%, ¡pum! conectara. Y apenas llegue al 80% el mismo celular te dice que ya está listo para ser desconectado. Desenchúbalo. Espero probable que conectes tu celular varias veces en el día, pero que no llegue al 100% para quien no gaste un ciclo completo. Y así te asegurarás de que durar muchísimo más.",es,NEG
2024-03-30,lo_malo_de_iphone,68200,https://www.tiktok.com/@marti.dallasta/video/7352171440143191302,,"#fyp,#parati,#iphone14,#review,#apple,#telefono,#celular,#viral",True," pensando en comprarte el iphone 14 o 15 no te lo compres no te lo compres. Chicos tengo el iphone 14 pero una cagada. O sea si lo buscas por la cámara se desenfoca, se desenfoca la cámara. En realidad la cámara enfoca a donde quiero o sea no importa que vos toques este punto del otro cuando estás grabando enfoca a donde quiero. Yo sé chicos, te ponen problemas de niña blanca pero para mi realmente el celular es una inversión y que anda mal y que no sale bien, me mata, sobre todo porque no es algo barato y no sé por qué no lo dije esto antes o sea lo tengo casi una vez. Pero me ha pasado en varias ocasiones de estar grabando algo importante o sea no sé en un partido una entrega de título de diplomas. No me acuerdo cómo sé. Puedes ir a algo fugaz que con una sola toma de vídeo tiene que quedar y si no queda listo y no se puedo grabar porque el cero quedó como desenfocado o enfocado otra cosa y a pesar de que lo tocaba no podía enfocar a la otra cosa. La verdad no tengo vídeos para mostrarles de cómo es que se me desenfoca pero si escucha o sea realmente créanme. En realidad soy ni infiltrada de sams, pero les aseguro que no voy a ser ni la primer persona que van a escuchar criticar al iphone 14 y 15 ni la ultima. Y el iphone 15 fui, lo probé en una tienda. Ande igual. Ande igual. Yo no sé qué les pasa porque es tan complicada manejar la cámara. O me pasa también mucho de que enfoco algo con la cámara cuando voy a sacar una foto y cuando saco la foto como que se corre del lente. Me lo enfoco con el otro lente o sea no se saca una foto de la mano si y cuando lo saco la mano saca. Estoy grabando algo así de cerca se toma y de la nada como que hace un zoom y queda todo con una escalera horrible. Ni hablar de que las fotos te le hagan la foto yo peazora y te deja ese filtro de huawei horrible tipo la cara borrosa tipo todo como más claro horrible. Voy a comprar el iphone 15 hasta que empecé a ver las recenias y me dijeron que era igual el 14 y fue como que hago vuelvo al 12 y estoy pensando seriamente volver al iphone 12. No sé por qué no el 13 es que me dijeron que también es bastante parecido al 13. Pero en fin si te estás por comprar el 14 el 15 por la cámara no lo hago. En serio espero que les sirva este vídeo porque la economía argentina cada paso que puede ser en falso perdido y esto no sé si pasa con el 15 pero el 14 es un celular muy pesado. Aparen yo tengo el 14 pero bueno el 14 pro es muy pesado. Aprecien este vídeo porque acá se me fueron las últimas chances de hacer canje con Apple. Arre.",es,NEG
2024-05-29,lo_malo_de_iphone,20800,https://www.tiktok.com/@culturacolectiv/video/7374584540251114758,,"#tiktokviral,#iphone,#telefono,#refrigerador,#fridge,#congelador,#daño,#pantalla,#tapa,#rajaduras",True," ¿Y tú eres de los que enfrias su iPhone metiéndole al congelador? ¿Tienes que ver esto? En la tarde que andaba en la calle, muchas partes de hace un... Entonces llego y pongo el iPhone a cargar y me parece que espera que baje su temperatura para que pueda cargar. Pues dije, ya lo voy a meter al conje, un minuto, dos minutos. Pues lo meto al conje y ya se acaba la película. Se acaba yo, quiero checar mi sorbrillo. Entonces voy al conje, lo saco, se quebró la pantalla. Se estrelló la pantalla y se estrelló la tapa de atrás. Y así fue como quedó. Las redes sociales ofrecen un sinfín de recomendaciones para solucionar problemas del día a día. Y si bien unas cuantas pueden servir, otras pueden acabar en tragedia como fue el caso de Carlos. Luego de que explicó lo que sucedió, varios usuarios comenzaron a compartir sus tips de cómo es que ellos resuelven el mismo problema. Cuando se calienta el mío lo pongo en el piso para que se enfríe. Sí funciona. Yo al cargarlo le quito la funda y le pongo un ventilador de frente, porque si no se queda en 80% y ya no carga. Fueron algunos de los comentarios. Aunque el joven reconoció su oral dejarlo dentro del congelador durante 1 hora y 53 minutos, es importante tener precaución con los métodos que se ponen en práctica. ¿Y tú? ¿Cómo bajas la temperatura de tu celular?",es,NEU
2023-11-28,lo_malo_de_iphone,145700,https://www.tiktok.com/@telmax.arg/video/7306614763176398085,,"#iphone11,#ios18,#a13bionic",True," Si tenés un iPhone 11 te tengo una muy mala noticia, aplocéatad por dejar sin actualización, aunque todavía le queda un año no se va a actualizar más. Esto es porque iOS 18 va a venir bastante cargado de función de inteligencia artificial que el procesador A13 Bionic de los iPhone 11 no lo soportaría. Así que ya sabes, si tenés algún amigo que tenga el iPhone 11 y compartid el vídeo para que no se lo pierda y si vos tenés un iPhone 11 ya sabes que es buen momento para cambiarlo y sabes donde lo puedes cambiar. En Telmax, danos like y seguidnos para no perderte nada.",es,NEG
2023-11-30,lo_malo_de_iphone,45900,https://www.tiktok.com/@valentinamoyano/video/7307318184590232837,,"@apple,#outfischile,#iphone13,#christmas",True," Gente, si tienen un iPhone 13 a alguien más le ha pasado, que se les fue como a la cresta la calidad de la cámara, a mí hace unas tres semanas me pasó y ayer vi un vídeo de Alexis Ren diciendo que a ella también le pasó. Le pasó a Alexis Ren, o sea, y después los comentarios vi que un montón de personas con el iPhone 13 les estaba pasando lo mismo. A mí me pasó hace tres semanas que el teléfono se me fue como la cámara se veía negra, como que no se arreglaba con nada, reinicié el teléfono y cuando lo prendí la cámara funcionaba pero decía que no era original y le bajó la calidad completamente, ya no puedo sacar en 0,5 ya no enfoca bien, nada, o sea... Y el teléfono funciona bien, no lo quiero cambiar, sé que lo tengo que llevar a Maconline, pero... Alguien más le está pasando eso con este teléfono y yo tengo el 13 Pro, lo compré como hace un año y me vi una cosa así.",es,NEG
2024-07-08,lo_malo_de_iphone,6550,https://www.tiktok.com/@somostwintech/video/7389276681044905221,,"#apple,#iphone",True," Nunca te compres un iPhone ya que no valen la pena. Como primera contra tiene una batería que no dura nada y la gran mayoría ni siquiera llega a los 4000 mAh. Te cobran más de 500 dólares para tener 60 Hz o se han solo tienen 4 GB de RAM. Pues si fuera poco, tenés lo mismo todos los años y sus novedades ya están en Android desde hace mucho tiempo. Todo esto es lo que muchos haters de Apple te cuentan. Pero en realidad muchas de estas afirmaciones tan solo son una opinión personal. Como Apple tiene sus desventajas, Android también las tiene. Por lo que siempre miran las dos caras de la moneda y no te dejé sin influenciar por estos comentarios. Sin embargo...",es,NEG
2022-02-17,lo_malo_de_iphone,4,https://www.tiktok.com/@fabiolam105/video/7065676695675866415,,"#noiphone,#badiphonereviews,#nocompresiphone",True," So, que amigos aquí me estoy tomando un cafecito, mi cafecito, a ver si se puede ver. Yo no le pongo este, el cream o yo le pongo leche, leche de almendras. Hoy les vengo a contar mi historia con el iPhone, a ver si se puede si no les hago parte dos. Bueno, pues recientemente agarré un iPhone porque necesitaba un teléfono que tuviera mucha capacidad y que muy bueno. Mira, ves, estoy haciendo mi este video del iPhone. Ok, yo siempre he sido de Androids o Google, el Google Pixel al anterior que tenía, ¿no? Este es un Android, bueno, pues déjenme, les digo, les voy a empezar a comparar, ok. Pues ya saben donde abren aquí todas sus, donde tienen todas sus páginas que han abierto, no vas acá, las tres rayitas abajo y le pones allí y le pones cerrar todas, cerrar todas tus páginas que has abierto. Bueno, con el, con este y este es el Google, el iPhone 13 Max Pro, o sea el más reciente, ¿no? Hasta ahorita que se, tienes que, en el iPhone tienes que cerrar cada página de una por una, por una. Donde con una Android vas acá en las tres rayitas y te dice, cierran las todas, ¿verdad? Ok, no me está gustando, nadita, nadita este teléfono. No se conecta mi troca, no se conecta a mis bocinas porque cuando hago ejercicio, un lío, un lío con este teléfono que estoy a puntito de irlo a cambiar, te lo juro que sí. Bueno, entonces fue un lío porque por alguna razón para entrar a todas las aplicaciones en el iPhone, tienes que tener tu Apple ID y a mí se me bloqueó o algo así. Me dijeron que podía tardar 13 días, imagínate, 13 días yo trabajo con el, con el, el WhatsApp, o sea yo uso mucho el WhatsApp por lo de los productos y me dijeron que necesitaba, 13 días para poder desbloquear mi cuenta con el iPhone. ¿Te puedes imaginar eso? Entonces dije no y yo más a rato tal vez lo vaya cuando tengo un poquito de tiempo lo voy a cambiar. Si tú eres una persona que ha usado Android o o algún otro tipo de motor o Google, Pixel o lo que sea, no te recomiendo para nada el iPhone. No, no es de que tenga mucha ciencia, en realidad es casi lo mismo, solamente que lo que note es de que con el iPhone tienes que hacer para una misma cosa que puedas hacer con un teléfono regular, con el iPhone tienes que hacer más pasos para poderlo hacer. Entonces la verdad no sé por qué tienes que pagar tanto con un teléfono que te está haciendo hacer el trabajo doble, donde puedes agarrar uno más baratito que te hace lo mismo. Me entiendes? No sé si me entienden. No se lo recomiendo iPhone para abajo. No, para mí no son los iPhones.",es,NEU
2022-06-23,lo_malo_de_iphone,45000,https://www.tiktok.com/@alangardunomx/video/7112606130861362437,,"@lssbrandon,#appleiphone13pro,#byeiphone,#iphonemalfunction,#iphone13problems",True," Si di cuenta que uno soy el único a quien lea pasado eso del volumen y que uno mismo ocurre can masifone, asi que uno llevaré a Aple y les doy en update.",es,NEU
2024-08-29,lo_malo_de_iphone,307500,https://www.tiktok.com/@iphone.sanmiguelok/video/7408672923428408577,,"#iphone,#apple,#recomendaciones,#tops,#iphoneargentina,#saniphone1k,#buenosaires,#celulares,#iphonetricks",True," los tres peores iPhones que puedes comprar hoy. En el tercer puesto tenemos a los descontinuados o teoría del X para abajo. ¿Por qué? ¿Eso significa que si yo lo tengo está mal? No, significa que si hoy tenés la plata para comprarlo es una mala idea. ¡De lo único que será el rey! ¡Es el reino de las estúpidos! Todos los descontinuados se pueden encontrar únicamente de segunda mano, o sea, usados y además ya se dejaron de actualizar. Así que mucho tiempo no les queda ni hablar de la batería, ¿no? En el segundo lugar tenemos a los mini, que es gracias que fueron estos equipos, ¿eh? Yo los veo y... pobrecito, ¿eh? Acá hay amor-odio, porque mucha gente se quedó con ese amor incondicional a los teléfonos chicos y esto les removia un poco la nostalgia. Pero los números dicen otra cosa y fueron un fracaso total. No por casualidad, sino que su batería dura muy poco y lógicamente la pantalla es demasiado mini. Y el peor iPhone que te puedes comprar hoy es el 14. ¡Usted tiene que reventirse lo que dijo! A ver, vamos de nuevo, si lo tenés no pasa nada. Es un buen equipo, pero yo con esa plata me compro un 13 que es casi lo mismo. Y ponéle que con la diferencia me compro unos Airpods o ahorro un poquitito más y me llevo el 15, que ya tiene diferencias más notorias. El iPhone 14 no te lo recomiendo, te recomiendo el 13 o el 15. Obviamente esto lo conseguís acá con nosotros. Así que envía un mensaje y te contesto al toque para llevarte tu iPhone flamante en su caja sellada y con garantía oficial de un año.",es,NEG
2023-02-07,lo_malo_de_iphone,4297,https://www.tiktok.com/@cristobalmacias.alpha/video/7197646923724000517,,"#crismacias,#ventadecelulares,#ventadeiphone,#emprendimiento,#emprendimiento",True," este es el modelo base más nuevo de Apple, es el iPhone 14 normal y en lo personal no me gusta tanto, vamos a revisarlo, el caso es igual a un equipo nuevo solo que no está sellado, quitamos la tapa y aquí está el iPhone 14 en color midnight, es un color azul muy muy oscuro, la caja podemos encontrar únicamente sus manuales y su cable de carga, como pueden verlo la realidad es que está muy bonito, el color midnight me parece de bastante buen ver, el equipo en general tiene excelentes prestaciones, tiene muy buenas cámaras, es súper rápido y pues es nuevo, sin embargo la principal razón por la que no me gusta tanto el iPhone 14 normal es porque creo que no tiene mucha o casi nada de diferencia al iPhone 13 o al iPhone 12 normal, creo que incluso preferiría un iPhone 12 Pro Max antes que este, claro que no está para nada mal, pero si tienes la oportunidad de invertir un poco más por un iPhone 14 Pro o Pro Max realmente creo que vale muchísimo más la pena, y tú, ¿qué opines del iPhone 14 normal?",es,POS
2024-11-23,lo_malo_de_iphone,105200,https://www.tiktok.com/@iexperion/video/7440659368846085431,,"#iphone,#iphone11,#iphonexr,#iphone11pro,#apple,#iphonebarato",True," ¿Cuáles son los peores iPhone 10? No te recomiendo comprar para este 2025. iPhone XR. Y es que déjame decirte, son varias cosas por las que yo de verdad te digo, no te lo compres, que sea tu última opción. pantalla LCD y PS. Hasta los más baratos, actualmente traen pantalla OLED. Relación, duración de batería, potencia. No te va a dar una excelente potencia, tampoco se te va a trabar, pero digamos que la duración de batería es pésima, el rendimiento a día de hoy tampoco es tan bueno. Quizás de las peores cosas son los materiales de construcción usados en estos dispositivos que son bastante baratos. iPhone 11. Algo más de lo mismo, también pantalla LCD y PS, también una relación de batería bastante absurda y son dispositivos que en su interior han sido recontrarreparados. Y bueno, me corno lo compres. iPhone 11 Pro. Y es que sí, lamentablemente ha llegado el fin de comprar o considerar este dispositivo. Sí, fue bueno, traía cero de gravo quirúrgico de construcción, pero el iPhone 12 Pro es una mejor opción en cuanto a potencia, duración de batería. Evidentemente ya tendremos MaxSafe, una línea de diseño mucho más actualizada, entre otras cosas.",es,NEG
2020-01-27,lo_malo_de_iphone,6599,https://www.tiktok.com/@orlo/video/6786671711627627781,,"#peru,#comedy",True, No te preocupes si no te aprueban cuando te critiquen Tú solo di Soy yo,es,NEU
2023-11-06,lo_malo_de_iphone,1200000,https://www.tiktok.com/@taniaforns/video/7298389357734448417,,#iphone15,True, Me compré el iPhone 15 Pro Max hace nada que lo tengo dos días y estoy teniendo un problema ahora mismo estoy grabando con el iPhone 11 que es el que yo tenía anteriormente bueno y tengo y no sé si es algo normal no sé si es que tengo que cambiar algo en los ajustes no sé no estoy entendiendo nada pero llevo tres días y de los tres días no me ha pasado hasta ahora lo abro el móvil vale y perdón y clicó aquí para cerrar pero es que no se cierra o sea se queda así no no o sea no se bloquea no se queda la pantalla negra y te lo juro he estado como una hora con el teléfono así a ver si se apagaba y se queda así o sea así que se disminuye el color queda así como negro pero no es que no entiendo realmente no creo que esto sea bueno para la pan o sea que esté todo el día si yo no creo que esté bueno y aparte es que no no lo entiendo pero es que de los tres días que llevo con él no me lo ha hecho hasta ahora entonces no sé si es porque tengo que modificar alguna cosa o esto es un problema o yo que sé es que no lo sé,es,NEG
2023-08-18,lo_malo_de_iphone,38800,https://www.tiktok.com/@brujeriatech/video/7268867796946144517,,"#brujeriatech,#aquiteloexplico,#apple,#iphone",True," Su iPhone es nuevo y ya se le bajó un buen la condición de la batería. Bueno, aquí te explico a qué se puede deber y cómo podría tratar de remediarlo. Primero punto, las baterías de los celulares se degradan naturalmente. Es un proceso normal que dependiendo de cuántos ciclos tengas, les va durando poquito menos la batería, es natural. Sin embargo, cosa es como que el celular se caliente mucho, dejar que se descarga hasta el cero, usarlo muy constantemente, degradando un poquito más rápido la batería. De acuerdo con la universidad de las baterías, porque sí, si existe una, la carga rápida también degrada la batería un poco más rápido. Y otro punto de por qué baja ese porcentaje de la condición, es el mismo cálculo que usa Apple para determinar ese porcentaje. Y en muchas ocasiones, en una actualización cambian esa forma de hacer el cálculo y puede variar normalmente hacia abajo. Y que puedes hacer para remediarlo, aquí te doy unos tips. Número uno, de vez en cuando evita usar el cargador de carga rápida, usa una carga un poquito más lenta, conecta una computadora a una Mac, te va a ir un poquito más lento. Número dos, si se está cargando, trata de no usarlo, por lo menos no jueguen mientras se está cargando, porque mientras más se calienta, más se le da la batería. Número tres, carga MacSafe, carga inalámbrica, trata de evitarla porque genera aún más calor. Sobre todo, sígueme y recuerda que esto no es brujería, es tecnología.",es,NEU
2025-01-07,lo_malo_de_iphone,287100,https://www.tiktok.com/@britosvergara/video/7457295891368594693,,"#humortiktok,#ipone,#apple,#viral_video",True,,en,
2022-07-19,lo_malo_de_iphone,8696,https://www.tiktok.com/@sefricotechno/video/7121999852048829723,,"#tipsandtricks,#trickiphone,#tipsiphone,#tipsandtrick,#iphonetips,#iphonetrick",True," dari kemarin kita udah bahas banget kelebihan dari iPhone tapi kita tetep sadar ya sebenernya banyak banget juga kekurangan dari iPhone ini sendiri jadi kita akan bahas kekurangan iPhone menurut pendapat kita yang pertama harganya yang mahal sebenernya iPhone ini memang punya segmentasi khusus untuk pasarnya mereka tapi menurut kita harga-harga iPhone itu memang gila banget mahalnya tapi meskipun memang worth it dengan kualitasnya entah itu dari build kualitasnya, entah kualitas kameranya, dan lain-lain sebagainya tapi menurut kita kemahalannya ini sebenernya masih bisa ditekan yang kedua, tampilan iOS yang tidak bisa dikastemisasi seperti di Android jadi sebenernya kalau untuk kita user iPhone sebenernya tidak masalah tapi pada saat user Android yang berpindah ke iOS itu banyak banget yang ngeluh kenapa iOS itu tidak bisa dikastem seperti di Android yang menurut kita juga ini adalah sebuah kekurangan tentunya yang ketiga, kapasitas baterai yang kecil banget sebenernya tidak kecil banget ya tapi kalau menurut kita dibandingkan dengan Android yang 2 juta-3 jutaan saja sudah dapet kapasitas baterai sampai 5000 mAh iPhone ini masih dibawa 4000 mAh ya entah 3200, 33300, dan lain-lain sebagainya tapi ini harapan kita, ini bakalan di update juga sama Apple nanti ke depannya di mungkin iPhone 14 yang keempat ada desain, spesifikasi, dan fitur yang kurang inovatif menurut kita jadi sebenernya semenjak iPhone 11 itu inovasi dan spesifikasi yang ada di iPhone itu seperti stadenan dan bisa dilihat dari spesifikasinya iPhone 11 ke iPhone 11 Pro ke 11 Pro Max cerita mungkin 12, itu perbedaannya tidak terlalu signifikan sehingga menurut kita itu kurang inovatif untuk sekelas Apple ya bahkan desain poni kecil di iPhone 13 sudah ditinggalakan HP Android sejak tahun 2018 jadi sejak iPhone 11 itu desain belakangnya iPhone ini juga tidak berubah terlalu banyak ya paling penambahan kameranya saja atau mungkin penempatan kamera-kameranya saja serta jenis port USB yang masih menggunakan lightning ya itu sebenernya kita bingung banget padahal di iPad itu sudah pakai Type-C sedangkan di iPhone itu masih bertahan dengan lightning tapi harapan kita mungkin nanti di iPhone 14 itu mungkin ya mungkin bakal disediakan iPhone menggunakan port Type-C yang tentunya fast chargingnya lebih cepat dan lebih universal dipakai untuk device-device lainnya yang kelima terlalu safety ya, terlalu safety sehingga kadang itu membuat usernya sendiri itu merasa tidak nyaman dengan kesafetiannya ini sehingga kadang membuat akses juga user itu merasa dibatasi ini juga yang menyebabkan aplikasi-aplikasi keren itu akhirnya berbayar jadi kita harus membayar untuk mendapatkan fitur yang harusnya kita dapat dari Apple secara langsung berdibali ke keurangannya sebenernya saya masih aman banget dan nyaman banget menggunakan iPhone tapi ya itu tadi ya, harapan kita dimungkin di iPhone iOS yang selanjutnya atau mungkin entah itu iOSnya entah itu iPhone 14 ke atas itu bisa lebih user friendly dan mungkin lebih inovatif dari iPhone-iPhone sebelumnya seperti Android yang sekarang itu sudah benar-benar membuat userannya itu lebih nyaman dan lebih bebas untuk berkreasi dengan handphone-nya kalau menurut kalian apalagi kekurangan iPhone menurut kalian kalian bisa tulis di kolom komentar dan jangan lupa juga untuk follow untuk tips iPhone lainnya",id,
2024-11-27,lo_malo_de_iphone,58200,https://www.tiktok.com/@frutz_1/video/7442092289742196024,,"#iphone,#parte1,#techtok,#parati,#celular",True," Pero es iPhone que ya no vale la pena para el 2025, y le vaya el iPhone XR, primero lo encuentras a un precio de 4.100 pesos y solo la versión de 64 de almacenamiento, tos su pantalla S IPS y se queda a calidad muy corta comparado a otros dispositivos, 3 su procesador ya quedó al límite para un uso más adecuado para el 2025, no te dará muchos tirones pero si notaras su rendimiento corto, 4 su batería la neta si es malísima que ni siquiera llega a los 3000 mAh, 5 notaras mucha diferencia en sus cámaras ya que como te digo, se quedan muy cortas para el 2025, mejor piensale a tu próxima compra.",es,NEG
